"السنة الدراسية","القطاع الدولي","فئة الإبتعاث","المرحلة الدراسية ","المجال الواسع","الجنس","العدد"
"2016.0","الدول الأسيوية","طالب مبتعث","زمالة","الصحة والرفاه","أنثى","1.0"
"2016.0","الدول الأسيوية","طالب مبتعث","زمالة","الصحة والرفاه","ذكر","1.0"
"2016.0","الدول الأسيوية","طالب مبتعث","ماجستير","الأعمال، الإدارة والقانون","أنثى","21.0"
"2016.0","الدول الأسيوية","طالب مبتعث","ماجستير","الأعمال، الإدارة والقانون","ذكر","5.0"
"2016.0","الدول الأسيوية","طالب مبتعث","ماجستير","التعليم","أنثى","6.0"
"2016.0","الدول الأسيوية","طالب مبتعث","ماجستير","الصحة والرفاه","أنثى","6.0"
"2016.0","الدول الأسيوية","طالب مبتعث","ماجستير","الصحة والرفاه","ذكر","1.0"
"2016.0","الدول الأسيوية","طالب مبتعث","ماجستير","العلوم الاجتماعية، والصحافة والإعلام","أنثى","3.0"
"2016.0","الدول الأسيوية","طالب مبتعث","ماجستير","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","8.0"
"2016.0","الدول الأسيوية","طالب مبتعث","ماجستير","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","1.0"
"2016.0","الدول الأسيوية","طالب مبتعث","ماجستير","الفنون والعلوم الإنسانية","أنثى","3.0"
"2016.0","الدول الأسيوية","طالب مبتعث","ماجستير","الهندسة، والتصنيع والبناء","ذكر","3.0"
"2016.0","الدول الأسيوية","طالب مبتعث","ماجستير","تكنولوجيا الاتصالات، والمعلومات","أنثى","2.0"
"2016.0","الدول الأسيوية","طالب مبتعث","ماجستير","تكنولوجيا الاتصالات، والمعلومات","ذكر","1.0"
"2016.0","الدول الأسيوية","طالب مبتعث","ماجستير","غير مصنفة","أنثى","1.0"
"2016.0","الدول الأسيوية","موظف مبتعث","أخرى","الصحة والرفاه","أنثى","6.0"
"2016.0","الدول الأسيوية","موظف مبتعث","أخرى","الصحة والرفاه","ذكر","25.0"
"2016.0","الدول الأسيوية","موظف مبتعث","أخرى","الفنون والعلوم الإنسانية","أنثى","1.0"
"2016.0","الدول الأسيوية","موظف مبتعث","أخرى","الفنون والعلوم الإنسانية","ذكر","3.0"
"2016.0","الدول الأسيوية","موظف مبتعث","بكالوريوس","الصحة والرفاه","ذكر","1.0"
"2016.0","الدول الأسيوية","موظف مبتعث","بكالوريوس","الفنون والعلوم الإنسانية","أنثى","1.0"
"2016.0","الدول الأسيوية","موظف مبتعث","بكالوريوس","الفنون والعلوم الإنسانية","ذكر","1.0"
"2016.0","الدول الأسيوية","موظف مبتعث","دكتوراه","الأعمال، الإدارة والقانون","أنثى","1.0"
"2016.0","الدول الأسيوية","موظف مبتعث","دكتوراه","الأعمال، الإدارة والقانون","ذكر","6.0"
"2016.0","الدول الأسيوية","موظف مبتعث","دكتوراه","التعليم","أنثى","1.0"
"2016.0","الدول الأسيوية","موظف مبتعث","دكتوراه","التعليم","ذكر","2.0"
"2016.0","الدول الأسيوية","موظف مبتعث","دكتوراه","الزراعة، والحراجة، ومصائد الأسماك والبيطرة","ذكر","1.0"
"2016.0","الدول الأسيوية","موظف مبتعث","دكتوراه","الصحة والرفاه","أنثى","1.0"
"2016.0","الدول الأسيوية","موظف مبتعث","دكتوراه","الصحة والرفاه","ذكر","2.0"
"2016.0","الدول الأسيوية","موظف مبتعث","دكتوراه","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","4.0"
"2016.0","الدول الأسيوية","موظف مبتعث","دكتوراه","الفنون والعلوم الإنسانية","أنثى","3.0"
"2016.0","الدول الأسيوية","موظف مبتعث","دكتوراه","الفنون والعلوم الإنسانية","ذكر","6.0"
"2016.0","الدول الأسيوية","موظف مبتعث","دكتوراه","الهندسة، والتصنيع والبناء","ذكر","2.0"
"2016.0","الدول الأسيوية","موظف مبتعث","دكتوراه","تكنولوجيا الاتصالات، والمعلومات","أنثى","1.0"
"2016.0","الدول الأسيوية","موظف مبتعث","دكتوراه","تكنولوجيا الاتصالات، والمعلومات","ذكر","3.0"
"2016.0","الدول الأسيوية","موظف مبتعث","زمالة","الصحة والرفاه","أنثى","2.0"
"2016.0","الدول الأسيوية","موظف مبتعث","زمالة","الصحة والرفاه","ذكر","10.0"
"2016.0","الدول الأسيوية","موظف مبتعث","ماجستير","الأعمال، الإدارة والقانون","أنثى","3.0"
"2016.0","الدول الأسيوية","موظف مبتعث","ماجستير","الأعمال، الإدارة والقانون","ذكر","4.0"
"2016.0","الدول الأسيوية","موظف مبتعث","ماجستير","الصحة والرفاه","ذكر","4.0"
"2016.0","الدول الأسيوية","موظف مبتعث","ماجستير","الهندسة، والتصنيع والبناء","ذكر","1.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","أخرى","الأعمال، الإدارة والقانون","أنثى","1.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","أخرى","الأعمال، الإدارة والقانون","ذكر","1.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","أخرى","التعليم","أنثى","1.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","أخرى","الصحة والرفاه","أنثى","1.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","أخرى","الفنون والعلوم الإنسانية","أنثى","1.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","أخرى","تكنولوجيا الاتصالات، والمعلومات","أنثى","1.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","أخرى","غير مصنفة","أنثى","3.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","أخرى","غير مصنفة","ذكر","2.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","الأعمال، الإدارة والقانون","أنثى","23.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","الأعمال، الإدارة والقانون","ذكر","18.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","التعليم","أنثى","13.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","الخدمات","ذكر","3.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","الصحة والرفاه","أنثى","51.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","الصحة والرفاه","ذكر","40.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","العلوم الاجتماعية، والصحافة والإعلام","أنثى","7.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","العلوم الاجتماعية، والصحافة والإعلام","ذكر","5.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","1.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","الفنون والعلوم الإنسانية","أنثى","10.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","الفنون والعلوم الإنسانية","ذكر","1.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","الهندسة، والتصنيع والبناء","أنثى","3.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","الهندسة، والتصنيع والبناء","ذكر","17.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","تكنولوجيا الاتصالات، والمعلومات","أنثى","2.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","تكنولوجيا الاتصالات، والمعلومات","ذكر","8.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","الأعمال، الإدارة والقانون","أنثى","4.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","الأعمال، الإدارة والقانون","ذكر","7.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","الصحة والرفاه","أنثى","3.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","العلوم الاجتماعية، والصحافة والإعلام","ذكر","1.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","6.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","1.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","الهندسة، والتصنيع والبناء","ذكر","1.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","زمالة","الصحة والرفاه","أنثى","22.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","زمالة","الصحة والرفاه","ذكر","28.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","زمالة","غير مصنفة","أنثى","2.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","الأعمال، الإدارة والقانون","أنثى","38.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","الأعمال، الإدارة والقانون","ذكر","29.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","التعليم","أنثى","21.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","التعليم","ذكر","2.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","الصحة والرفاه","أنثى","7.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","الصحة والرفاه","ذكر","7.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","العلوم الاجتماعية، والصحافة والإعلام","أنثى","4.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","15.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","8.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","الفنون والعلوم الإنسانية","أنثى","9.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","الفنون والعلوم الإنسانية","ذكر","2.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","الهندسة، والتصنيع والبناء","أنثى","2.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","الهندسة، والتصنيع والبناء","ذكر","10.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","تكنولوجيا الاتصالات، والمعلومات","أنثى","6.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","تكنولوجيا الاتصالات، والمعلومات","ذكر","6.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","غير مصنفة","أنثى","1.0"
"2016.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","غير مصنفة","ذكر","1.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","أخرى","التعليم","ذكر","2.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","أخرى","الخدمات","ذكر","28.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","أخرى","الصحة والرفاه","أنثى","12.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","أخرى","الصحة والرفاه","ذكر","29.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","أخرى","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","1.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","أخرى","الفنون والعلوم الإنسانية","أنثى","1.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","أخرى","الفنون والعلوم الإنسانية","ذكر","4.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","أخرى","الهندسة، والتصنيع والبناء","ذكر","1.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","أخرى","تكنولوجيا الاتصالات، والمعلومات","ذكر","2.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","أخرى","غير مصنفة","أنثى","1.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","أخرى","غير مصنفة","ذكر","3.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","بكالوريوس","الخدمات","ذكر","1.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","دبلوم","الخدمات","ذكر","23.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","الأعمال، الإدارة والقانون","أنثى","3.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","الأعمال، الإدارة والقانون","ذكر","1.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","التعليم","أنثى","3.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","التعليم","ذكر","1.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","الزراعة، والحراجة، ومصائد الأسماك والبيطرة","أنثى","1.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","الصحة والرفاه","أنثى","3.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","الصحة والرفاه","ذكر","8.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","3.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","4.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","الفنون والعلوم الإنسانية","أنثى","4.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","الفنون والعلوم الإنسانية","ذكر","1.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","الهندسة، والتصنيع والبناء","ذكر","6.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","تكنولوجيا الاتصالات، والمعلومات","أنثى","1.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","تكنولوجيا الاتصالات، والمعلومات","ذكر","3.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","غير مصنفة","أنثى","1.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","زمالة","الصحة والرفاه","أنثى","15.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","زمالة","الصحة والرفاه","ذكر","72.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","ماجستير","الأعمال، الإدارة والقانون","أنثى","2.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","ماجستير","الأعمال، الإدارة والقانون","ذكر","1.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","ماجستير","الخدمات","ذكر","1.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","ماجستير","الصحة والرفاه","أنثى","5.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","ماجستير","الصحة والرفاه","ذكر","17.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","ماجستير","العلوم الاجتماعية، والصحافة والإعلام","ذكر","1.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","ماجستير","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","2.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","ماجستير","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","2.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","ماجستير","الفنون والعلوم الإنسانية","ذكر","1.0"
"2016.0","الدول الأوروبية الأخرى","موظف مبتعث","ماجستير","غير مصنفة","ذكر","1.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","أخرى","الأعمال، الإدارة والقانون","أنثى","48.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","أخرى","الأعمال، الإدارة والقانون","ذكر","37.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","أخرى","الخدمات","أنثى","3.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","أخرى","الخدمات","ذكر","6.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","أخرى","الصحة والرفاه","أنثى","15.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","أخرى","الصحة والرفاه","ذكر","10.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","أخرى","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","3.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","أخرى","الفنون والعلوم الإنسانية","أنثى","1.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","أخرى","الفنون والعلوم الإنسانية","ذكر","1.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","أخرى","الهندسة، والتصنيع والبناء","أنثى","3.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","أخرى","الهندسة، والتصنيع والبناء","ذكر","29.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","أخرى","تكنولوجيا الاتصالات، والمعلومات","أنثى","1.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","أخرى","تكنولوجيا الاتصالات، والمعلومات","ذكر","4.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","الأعمال، الإدارة والقانون","أنثى","17.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","الأعمال، الإدارة والقانون","ذكر","4.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","البرامج و المؤهلات غير المتخصصة","أنثى","2.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","البرامج و المؤهلات غير المتخصصة","ذكر","2.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","التعليم","أنثى","19.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","التعليم","ذكر","17.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","الصحة والرفاه","أنثى","15.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","الصحة والرفاه","ذكر","6.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","العلوم الاجتماعية، والصحافة والإعلام","أنثى","12.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","العلوم الاجتماعية، والصحافة والإعلام","ذكر","5.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","89.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","26.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","الفنون والعلوم الإنسانية","أنثى","114.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","الفنون والعلوم الإنسانية","ذكر","22.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","الهندسة، والتصنيع والبناء","أنثى","9.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","الهندسة، والتصنيع والبناء","ذكر","14.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","تكنولوجيا الاتصالات، والمعلومات","أنثى","8.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","تكنولوجيا الاتصالات، والمعلومات","ذكر","13.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","غير مصنفة","أنثى","1.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","دبلوم","الأعمال، الإدارة والقانون","أنثى","77.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","دبلوم","الأعمال، الإدارة والقانون","ذكر","41.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","دبلوم","الخدمات","أنثى","3.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","دبلوم","الخدمات","ذكر","6.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","دبلوم","الصحة والرفاه","أنثى","27.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","دبلوم","الصحة والرفاه","ذكر","10.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","دبلوم","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","3.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","دبلوم","الفنون والعلوم الإنسانية","أنثى","1.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","دبلوم","الفنون والعلوم الإنسانية","ذكر","2.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","دبلوم","الهندسة، والتصنيع والبناء","أنثى","4.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","دبلوم","الهندسة، والتصنيع والبناء","ذكر","31.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","دبلوم","تكنولوجيا الاتصالات، والمعلومات","أنثى","3.0"
"2016.0","الدول العربية","دارس على حسابه الخاص","دبلوم","تكنولوجيا الاتصالات، والمعلومات","ذكر","5.0"
"2016.0","الدول العربية","طالب مبتعث","أخرى","الأعمال، الإدارة والقانون","ذكر","6.0"
"2016.0","الدول العربية","طالب مبتعث","أخرى","التعليم","ذكر","11.0"
"2016.0","الدول العربية","طالب مبتعث","أخرى","العلوم الاجتماعية، والصحافة والإعلام","ذكر","1.0"
"2016.0","الدول العربية","طالب مبتعث","أخرى","غير مصنفة","أنثى","4.0"
"2016.0","الدول العربية","طالب مبتعث","أخرى","غير مصنفة","ذكر","33.0"
"2016.0","الدول العربية","طالب مبتعث","بكالوريوس","الأعمال، الإدارة والقانون","أنثى","22.0"
"2016.0","الدول العربية","طالب مبتعث","بكالوريوس","الأعمال، الإدارة والقانون","ذكر","7.0"
"2016.0","الدول العربية","طالب مبتعث","بكالوريوس","التعليم","أنثى","9.0"
"2016.0","الدول العربية","طالب مبتعث","بكالوريوس","الصحة والرفاه","أنثى","9.0"
"2016.0","الدول العربية","طالب مبتعث","بكالوريوس","الصحة والرفاه","ذكر","10.0"
"2016.0","الدول العربية","طالب مبتعث","بكالوريوس","العلوم الاجتماعية، والصحافة والإعلام","أنثى","8.0"
"2016.0","الدول العربية","طالب مبتعث","بكالوريوس","الفنون والعلوم الإنسانية","أنثى","15.0"
"2016.0","الدول العربية","طالب مبتعث","بكالوريوس","الفنون والعلوم الإنسانية","ذكر","1.0"
"2016.0","الدول العربية","طالب مبتعث","بكالوريوس","الهندسة، والتصنيع والبناء","ذكر","4.0"
"2016.0","الدول العربية","طالب مبتعث","بكالوريوس","تكنولوجيا الاتصالات، والمعلومات","ذكر","1.0"
"2016.0","الدول العربية","طالب مبتعث","ماجستير","الأعمال، الإدارة والقانون","أنثى","1.0"
"2016.0","الدول العربية","طالب مبتعث","ماجستير","الأعمال، الإدارة والقانون","ذكر","1.0"
"2016.0","الدول العربية","طالب مبتعث","ماجستير","التعليم","أنثى","17.0"
"2016.0","الدول العربية","طالب مبتعث","ماجستير","العلوم الاجتماعية، والصحافة والإعلام","أنثى","2.0"
"2016.0","الدول العربية","طالب مبتعث","ماجستير","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","1.0"
"2016.0","الدول العربية","طالب مبتعث","ماجستير","الفنون والعلوم الإنسانية","أنثى","4.0"
"2016.0","الدول العربية","طالب مبتعث","ماجستير","تكنولوجيا الاتصالات، والمعلومات","أنثى","1.0"
"2016.0","الدول العربية","موظف مبتعث","أخرى","الصحة والرفاه","ذكر","3.0"
"2016.0","الدول العربية","موظف مبتعث","أخرى","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","3.0"
"2016.0","الدول العربية","موظف مبتعث","دبلوم","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","3.0"
"2016.0","الدول العربية","موظف مبتعث","دكتوراه","الفنون والعلوم الإنسانية","أنثى","1.0"
"2016.0","الدول العربية","موظف مبتعث","زمالة","الصحة والرفاه","ذكر","3.0"
"2016.0","الدول العربية","موظف مبتعث","ماجستير","الصحة والرفاه","ذكر","1.0"
"2016.0","أمريكا","دارس على حسابه الخاص","بكالوريوس","الفنون والعلوم الإنسانية","ذكر","1.0"
"2016.0","أمريكا","طالب مبتعث","أخرى","الأعمال، الإدارة والقانون","أنثى","2.0"
"2016.0","أمريكا","طالب مبتعث","أخرى","الأعمال، الإدارة والقانون","ذكر","12.0"
"2016.0","أمريكا","طالب مبتعث","أخرى","التعليم","أنثى","1.0"
"2016.0","أمريكا","طالب مبتعث","أخرى","التعليم","ذكر","1.0"
"2016.0","أمريكا","طالب مبتعث","أخرى","الخدمات","أنثى","36.0"
"2016.0","أمريكا","طالب مبتعث","أخرى","الخدمات","ذكر","72.0"
"2016.0","أمريكا","طالب مبتعث","أخرى","الصحة والرفاه","أنثى","1.0"
"2016.0","أمريكا","طالب مبتعث","أخرى","الصحة والرفاه","ذكر","4.0"
"2016.0","أمريكا","طالب مبتعث","أخرى","الفنون والعلوم الإنسانية","أنثى","4.0"
"2016.0","أمريكا","طالب مبتعث","أخرى","الهندسة، والتصنيع والبناء","ذكر","215.0"
"2016.0","أمريكا","طالب مبتعث","أخرى","تكنولوجيا الاتصالات، والمعلومات","ذكر","3.0"
"2016.0","أمريكا","طالب مبتعث","أخرى","غير مصنفة","أنثى","1.0"
"2016.0","أمريكا","طالب مبتعث","أخرى","غير مصنفة","ذكر","6.0"
"2016.0","أمريكا","طالب مبتعث","بكالوريوس","الأعمال، الإدارة والقانون","أنثى","108.0"
"2016.0","أمريكا","طالب مبتعث","بكالوريوس","الأعمال، الإدارة والقانون","ذكر","273.0"
"2016.0","أمريكا","طالب مبتعث","بكالوريوس","التعليم","أنثى","21.0"
"2016.0","أمريكا","طالب مبتعث","بكالوريوس","التعليم","ذكر","1.0"
"2016.0","أمريكا","طالب مبتعث","بكالوريوس","الخدمات","أنثى","1.0"
"2016.0","أمريكا","طالب مبتعث","بكالوريوس","الخدمات","ذكر","47.0"
"2016.0","أمريكا","طالب مبتعث","بكالوريوس","الصحة والرفاه","أنثى","201.0"
"2016.0","أمريكا","طالب مبتعث","بكالوريوس","الصحة والرفاه","ذكر","111.0"
"2016.0","أمريكا","طالب مبتعث","بكالوريوس","العلوم الاجتماعية، والصحافة والإعلام","أنثى","16.0"
"2016.0","أمريكا","طالب مبتعث","بكالوريوس","العلوم الاجتماعية، والصحافة والإعلام","ذكر","21.0"
"2016.0","أمريكا","طالب مبتعث","بكالوريوس","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","41.0"
"2016.0","أمريكا","طالب مبتعث","بكالوريوس","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","50.0"
"2016.0","أمريكا","طالب مبتعث","بكالوريوس","الفنون والعلوم الإنسانية","أنثى","67.0"
"2016.0","أمريكا","طالب مبتعث","بكالوريوس","الفنون والعلوم الإنسانية","ذكر","27.0"
"2016.0","أمريكا","طالب مبتعث","بكالوريوس","الهندسة، والتصنيع والبناء","أنثى","27.0"
"2016.0","أمريكا","طالب مبتعث","بكالوريوس","الهندسة، والتصنيع والبناء","ذكر","298.0"
"2016.0","أمريكا","طالب مبتعث","بكالوريوس","تكنولوجيا الاتصالات، والمعلومات","أنثى","47.0"
"2016.0","أمريكا","طالب مبتعث","بكالوريوس","تكنولوجيا الاتصالات، والمعلومات","ذكر","158.0"
"2016.0","أمريكا","طالب مبتعث","دكتوراه","الأعمال، الإدارة والقانون","أنثى","6.0"
"2016.0","أمريكا","طالب مبتعث","دكتوراه","الأعمال، الإدارة والقانون","ذكر","19.0"
"2016.0","أمريكا","طالب مبتعث","دكتوراه","التعليم","أنثى","9.0"
"2016.0","أمريكا","طالب مبتعث","دكتوراه","التعليم","ذكر","10.0"
"2016.0","أمريكا","طالب مبتعث","دكتوراه","الصحة والرفاه","أنثى","8.0"
"2016.0","أمريكا","طالب مبتعث","دكتوراه","الصحة والرفاه","ذكر","4.0"
"2016.0","أمريكا","طالب مبتعث","دكتوراه","العلوم الاجتماعية، والصحافة والإعلام","أنثى","7.0"
